transaction_id,customer_id,transaction_date,amount,currency,transaction_type,channel,merchant_name,merchant_category,location_country,location_city,is_flagged
392c3cd3-eeac-45ff,f5bf2bae-948c-42e7,2022-09-27 14:10:01,1653.81,USD,transfer,ATM,Mediamarkt,Home & Garden,United States,Dallas,False
1e5b50d7-532f-48ed,409e8804-a6ec-4084,2023-07-09 19:43:24,3218.26,JPY,deposit,mail,Mediamarkt,Fashion,Japan,Osaka,False
57f351c7-54df-465d,cddf1fa1-a5ee-42f1,2022-10-18 19:21:15,2506.98,JPY,purchase,telephone,BigBasket,Health & Beauty,Japan,Sapporo,True
368891f0-ac9b-4861,e1660c26-87ae-4774,2024-05-23 10:11:52,2946.72,INR,deposit,mail,Mediamarkt,Electronics,India,Jaipur,False
ec803aad-d7b8-4a1c,8a3524d0-8e8e-480c,2024-04-22 20:43:58,1922.21,JPY,transfer,telephone,Allegro,Fashion,Japan,Fukuoka,False
97ebd1ee-b601-4cef,d606b006-c911-4839,2023-11-07 00:05:50,8936.09,QAR,purchase,mail,Target,Health & Beauty,Qatar,Al Rayyan,False
d232aa68-9029-46d7,1a8da660-1f0c-47a7,2024-01-18 18:56:40,5884.45,INR,deposit,mobile,Mediamarkt,Sports & Outdoors,India,Kolkata,False
54d9687d-edc7-4779,262dd990-4349-4ed5,2024-04-07 10:35:31,9813.94,EUR,payment,mail,Mediamarkt,Health & Beauty,Germany,Leipzig,False
4b8e5c43-57b9-4f43,c1c50c55-31a2-443e,2023-07-22 23:12:48,6424.33,AED,deposit,telephone,Saturn,Health & Beauty,UAE,Sharjah,False
a2685a9d-dd5c-4b0c,fca6ca7e-0922-49eb,2022-09-08 03:11:15,1735.39,JPY,withdrawal,telephone,Target,Home & Garden,Japan,Tokyo,False
108a6d62-e9aa-403a,13e08194-4f11-48b9,2022-12-05 06:24:54,7342.77,GBP,payment,mail,Uniqlo,Health & Beauty,United Kingdom,Cardiff,False
df980402-cb77-4c8c,f70775a8-c1de-4e89,2024-02-28 21:07:11,6410.88,GBP,withdrawal,ATM,Allegro,Sports & Outdoors,United Kingdom,Bristol,False
e91c40c9-8e6d-4a37,ade34c7e-c62a-422a,2024-08-14 17:08:50,7447.87,USD,transfer,ATM,Saturn,Fashion,United States,Boston,False
0a04b7eb-c186-4566,43198d95-fa9a-440e,2024-03-20 02:38:17,185.01,GBP,deposit,telephone,Zalando,Health & Beauty,United Kingdom,Sheffield,False
56389f60-fdd9-45ec,335a776c-f54c-4556,2023-04-07 06:48:09,4364.48,QAR,purchase,telephone,BigBasket,Health & Beauty,Qatar,Umm Salal,False
204ba844-1823-4f4b,b33f4c3e-03bd-4628,2022-12-05 12:00:20,1828.76,QAR,transfer,online,eBay,Fashion,Qatar,Al Khor,False
2324dd2c-8565-4066,4fc012d3-7bfc-4536,2022-10-01 18:05:35,1818.2,USD,withdrawal,ATM,Saturn,Electronics,United States,Miami,False
63f5c93a-0d35-4a37,fdd5e346-3825-4789,2023-05-10 08:45:13,9267.19,INR,purchase,online,Allegro,Health & Beauty,India,Pune,False
f2e8594e-17b5-4c1c,05bff136-4553-4d0f,2023-08-03 11:49:43,195.81,INR,purchase,in-branch,eBay,Health & Beauty,India,Jaipur,False
29aa0ebf-0654-477d,46ab2738-d484-40ae,2022-11-23 07:42:30,9195.75,EUR,purchase,telephone,Saturn,Fashion,Germany,Dresden,False
9d9ed20d-b273-4421,4d98c02e-3cbf-41ba,2022-10-28 09:54:53,4138.29,QAR,refund,online,Lazada,Home & Garden,Qatar,Al Wakrah,False
e489fdaf-ebba-410c,d25c83bf-c549-42dd,2023-12-08 16:14:35,1457.59,EUR,purchase,mail,ASOS,Sports & Outdoors,Germany,Düsseldorf,False
6be549f0-c584-40fa,d2549691-bad0-4a84,2023-01-21 22:07:21,6421.07,GBP,refund,in-branch,Temu,Health & Beauty,United Kingdom,Bristol,False
7453d892-0ff6-4d2f,3e9a4635-a882-40cb,2024-07-22 23:52:41,1651.97,EUR,transfer,telephone,Mediamarkt,Sports & Outdoors,Germany,Stuttgart,False
77d23da7-8078-4b81,98855b2b-82ec-4619,2024-03-28 15:45:35,2671.41,QAR,transfer,ATM,Saturn,Home & Garden,Qatar,Umm Salal,False
75fd1176-a02a-4f72,f1a10feb-0201-4bda,2022-10-07 14:52:09,8043.75,GBP,deposit,telephone,Temu,Electronics,United Kingdom,Bristol,False
3fc91d87-0e9e-4093,bbe576ab-3ba7-4864,2023-02-19 17:02:33,6820.78,JPY,payment,telephone,Lazada,Health & Beauty,Japan,Nagoya,False
f884ebe6-bffc-4ddd,b9807a0a-d6b7-4329,2023-01-12 20:09:20,1599.88,QAR,transfer,telephone,Uniqlo,Fashion,Qatar,Al Rayyan,False
f0866dc8-78f4-4164,d98bab29-9148-456a,2023-10-12 09:24:08,694.15,USD,purchase,mail,Temu,Health & Beauty,United States,San Francisco,False
0a76d6d7-aa12-4140,ec0a19b6-d3ab-44c7,2024-04-17 02:50:46,7868.98,USD,refund,ATM,Lazada,Home & Garden,United States,Dallas,False
b9a78576-26b1-4a41,417ce8eb-3b41-437c,2024-05-29 06:31:26,2611.94,QAR,purchase,telephone,Zalando,Electronics,Qatar,Doha,False
2660ed83-ad01-499b,4a4fab7c-d1c3-4d12,2023-02-07 17:58:43,4047.91,GBP,transfer,in-branch,Lazada,Home & Garden,United Kingdom,Cardiff,False
72a86d3c-6110-4a8f,2276a2b8-63c9-46cf,2022-08-24 19:11:26,7839.57,INR,withdrawal,telephone,eBay,Electronics,India,Kolkata,False
ca2fc07d-100a-43e2,f923de0b-93b5-4bc7,2023-03-30 05:15:49,6202.18,AED,deposit,online,Zalando,Electronics,UAE,Al Ain,False
8d87700d-160d-47a8,fb1580da-b577-4712,2023-12-17 23:43:07,5757.57,INR,payment,mail,Lazada,Fashion,India,Jaipur,False
e9bdc820-2735-44fa,fc8ffbc2-c768-4266,2022-10-13 10:03:20,4323.6,USD,withdrawal,ATM,Lazada,Electronics,United States,Seattle,False
bb3f0025-e739-468c,5be6a284-f5a4-4e82,2023-07-29 01:41:56,8555.55,EUR,deposit,in-branch,Temu,Home & Garden,Germany,Düsseldorf,False
4c7bdd09-a667-459f,1321d1e7-8420-4bf0,2022-08-28 04:33:51,4136.18,JPY,purchase,ATM,eBay,Home & Garden,Japan,Fukuoka,False
7fd0db80-7e8d-4acc,c042cd90-d928-4b47,2023-05-22 11:33:09,1087.92,QAR,payment,ATM,BigBasket,Sports & Outdoors,Qatar,Al Wakrah,False
4351d879-6723-48df,c5fb3026-9b01-4ba3,2022-10-01 16:32:05,7372.58,GBP,purchase,in-branch,Uniqlo,Electronics,United Kingdom,Edinburgh,False
bb0837f6-caf3-46e4,77ce2fad-797a-4df8,2023-04-01 01:52:33,2502.82,INR,transfer,in-branch,Temu,Home & Garden,India,Kolkata,False
e6097097-3f62-48a7,544d6c34-ac10-4fdb,2024-04-30 19:06:39,4924.82,EUR,refund,telephone,Temu,Health & Beauty,Germany,Leipzig,False
71e987b1-7372-4957,4f298214-ab68-4f9a,2024-01-11 23:38:25,9858.36,EUR,withdrawal,telephone,Temu,Fashion,Germany,Stuttgart,False
bb58b523-5e16-4a16,ac31041b-0499-42b4,2024-03-15 14:46:26,796.12,USD,deposit,telephone,Temu,Home & Garden,United States,Dallas,False
028a0f9e-f815-4838,40627db6-6dd5-4e4c,2024-06-26 00:55:46,6480.44,AED,payment,online,Temu,Electronics,UAE,Sharjah,False
75674e21-ebc5-4891,ecde51c8-1462-49e1,2023-02-03 12:05:44,7859.41,AED,payment,online,Temu,Fashion,UAE,Ajman,False
acf61aa0-cb25-4c94,e5b99de9-959d-4ed1,2024-03-23 01:12:41,3283.62,EUR,deposit,online,Allegro,Home & Garden,Germany,Nuremberg,False
f4c6677e-c92a-4f15,d5e290a4-f9b8-4bbf,2023-06-03 15:16:37,312.21,USD,deposit,in-branch,Temu,Electronics,United States,San Francisco,False
f4328a87-797c-4177,3e5cb99c-994b-46ac,2023-12-22 14:18:52,89.15,QAR,transfer,mail,Mediamarkt,Fashion,Qatar,Al Rayyan,False
8907a92b-635e-41d4,982b9c49-575b-4713,2023-07-22 10:22:04,7000.79,INR,transfer,mobile,Lazada,Home & Garden,India,Lucknow,False
d37bc3ba-217c-4387,a0658ebb-196a-4197,2023-01-17 04:27:47,9693.07,USD,refund,ATM,ASOS,Fashion,United States,Miami,False
e6d482ed-abf3-42a0,da490c1b-feb5-4157,2023-10-03 04:11:44,6371.41,JPY,payment,telephone,Zalando,Electronics,Japan,Nagoya,False
2f531e5c-8eaa-4156,bc1e110a-d57f-4420,2022-09-06 22:50:04,5823.98,GBP,transfer,in-branch,Zalando,Fashion,United Kingdom,Cardiff,False
838bd582-8715-430c,94d01344-de98-4c85,2023-03-09 08:57:17,8246.24,AED,deposit,telephone,Zalando,Electronics,UAE,Sharjah,False
6ad71d15-7bfc-4802,a4f93c3a-c624-493d,2024-04-24 10:47:29,3843.69,EUR,payment,online,ASOS,Health & Beauty,Germany,Nuremberg,False
e26687ab-67f1-4a0e,3999e63a-bc8a-4eef,2022-12-19 05:09:02,1012.76,INR,purchase,in-branch,Mediamarkt,Home & Garden,India,Ahmedabad,False
f571b760-3ce7-401f,4ac537ef-ad98-4b56,2023-06-25 11:35:31,4952.13,QAR,payment,ATM,Mediamarkt,Home & Garden,Qatar,Al Rayyan,False
a2968dc9-372d-42ee,9bdf7af1-7597-4706,2022-11-12 22:53:01,5085.79,EUR,transfer,mail,Temu,Electronics,Germany,Dresden,False
b04305f3-2492-4c50,3e39d558-ae92-4026,2022-08-26 14:27:02,8549.03,USD,deposit,mail,Lazada,Sports & Outdoors,United States,Boston,False
1e425345-f9c4-4b68,a6fff11d-a5f9-4a61,2023-09-11 21:37:59,4858.21,JPY,withdrawal,in-branch,Zalando,Electronics,Japan,Tokyo,False
8dd52c08-8610-48f4,439c2dfc-8bc2-433d,2023-01-15 22:48:32,94.13,QAR,payment,mobile,Zalando,Health & Beauty,Qatar,Doha,False
bb5bd2e0-5b5b-4b98,b08e8cb0-b43c-4d10,2023-01-13 01:40:31,564.23,JPY,transfer,in-branch,Rakuten,Home & Garden,Japan,Nagoya,False
ea3290c6-51ad-44db,0d20d67a-0103-44c7,2022-11-11 20:20:58,7921.21,INR,withdrawal,in-branch,eBay,Fashion,India,Lucknow,False
ef0790a6-4e27-491d,439c2dfc-8bc2-433d,2023-05-04 21:25:36,550.14,QAR,deposit,mobile,Rakuten,Fashion,Qatar,Umm Salal,False
82e759c1-7778-4dbe,437e87c4-27a4-4c4e,2024-01-07 02:34:28,5591.34,JPY,payment,mail,Allegro,Fashion,Japan,Tokyo,True
8dfb4708-6100-444b,fe33904a-4747-4e23,2023-02-05 07:48:18,6598.94,JPY,payment,online,ASOS,Fashion,Japan,Sapporo,False
29277383-1218-4341,f2c12724-08d1-4348,2023-01-30 20:32:20,533.0,AED,transfer,online,Allegro,Sports & Outdoors,UAE,Ajman,False
ebb849ae-9861-481b,3da0afd5-d680-47e5,2024-07-17 03:16:36,9287.89,EUR,deposit,online,Allegro,Fashion,Germany,Düsseldorf,False
d8bfb308-1189-4881,2b3507ae-c86c-4d35,2023-03-15 12:28:15,1120.66,JPY,purchase,telephone,Uniqlo,Sports & Outdoors,Japan,Fukuoka,False
e2a9920a-2ea6-416c,4f7880f0-89b4-4c65,2024-06-13 19:12:55,3850.13,INR,transfer,mail,Temu,Home & Garden,India,Jaipur,False
4cb275fd-1de7-4e7f,4cc66f21-2d4a-4d18,2024-07-29 13:46:21,6990.92,INR,payment,mail,BigBasket,Home & Garden,India,Lucknow,False
6b3f771c-bc93-4773,e7851354-a8b6-4801,2023-04-17 07:22:59,5182.85,GBP,refund,mobile,Mediamarkt,Electronics,United Kingdom,Cardiff,False
a5fc8623-275e-49cd,48d9c5de-98f2-451f,2024-04-06 16:07:54,716.83,EUR,deposit,mail,Allegro,Electronics,Germany,Dresden,False
e51bb45b-3f5f-4698,c139cc6b-603a-4387,2024-06-03 12:56:37,4760.59,INR,transfer,online,Lazada,Fashion,India,Lucknow,False
16630d35-ecac-4ddd,66ca389d-972d-4606,2023-12-21 12:35:02,4252.81,AED,withdrawal,mobile,Saturn,Home & Garden,UAE,Dubai,False
e25e8358-352f-4a18,40e2edbc-26dd-4414,2023-01-03 13:12:26,5235.63,QAR,deposit,online,Rakuten,Fashion,Qatar,Doha,True
f27f6e96-d038-4c68,3bccc332-32b8-4e1b,2023-03-20 09:52:02,9125.38,GBP,payment,mail,ASOS,Fashion,United Kingdom,Sheffield,False
db8fbef2-e715-4b16,085c1deb-5540-451f,2022-09-01 00:20:17,760.7,QAR,purchase,mobile,Target,Health & Beauty,Qatar,Doha,False
886a3f75-df51-47f9,9ea5814a-fb86-4395,2023-04-06 09:45:23,6550.94,AED,withdrawal,mobile,eBay,Home & Garden,UAE,Sharjah,False
359e25d9-866d-4b42,d7a4c105-3ac4-4b57,2023-06-24 04:35:33,9127.72,GBP,refund,mail,ASOS,Home & Garden,United Kingdom,Edinburgh,False
745765e8-d950-4fe4,d3caf67f-5e7d-4482,2024-02-21 18:09:00,1522.45,EUR,refund,mail,Target,Home & Garden,Germany,Stuttgart,False
fa76aa1e-ec0e-4ef8,4450a408-17a6-45a5,2023-01-27 16:19:10,7715.72,EUR,refund,mail,Allegro,Home & Garden,Germany,Nuremberg,False
90ebc653-ca10-4f24,9a977eef-88bd-4294,2024-08-14 05:38:23,1530.84,GBP,transfer,in-branch,eBay,Electronics,United Kingdom,Leeds,False
28313a68-053a-45b9,99785b39-0143-4275,2023-10-06 17:00:08,6501.65,QAR,payment,telephone,Rakuten,Health & Beauty,Qatar,Al Rayyan,False
1a430ab6-2a6e-45de,6dad4047-8189-4eec,2022-12-27 03:11:28,6910.33,JPY,purchase,online,Temu,Home & Garden,Japan,Osaka,False
4bf511b4-2c74-42e1,6001c0f6-674a-483b,2024-01-02 10:15:14,5132.31,JPY,transfer,mail,Uniqlo,Fashion,Japan,Fukuoka,False
e3e50e7b-cc58-40a4,61484d2a-e5a0-4c18,2022-08-19 04:20:46,7919.7,QAR,refund,online,Temu,Home & Garden,Qatar,Al Rayyan,False
2bed39ea-4d71-4f66,052b1e3b-c451-480a,2022-10-17 21:42:47,7687.17,INR,purchase,ATM,eBay,Electronics,India,Ahmedabad,False
0118eef1-8151-4024,a5638fd2-ae00-4c8e,2023-02-08 15:22:04,7387.38,EUR,withdrawal,online,Temu,Fashion,Germany,Leipzig,False
ad0eb43f-c1ad-4497,c6b3f7a5-d4be-41ed,2024-01-09 06:35:06,1604.38,INR,withdrawal,in-branch,eBay,Fashion,India,Pune,False
445bc4d4-1f45-48de,b04074ff-cfc7-4e53,2023-08-27 02:12:06,3646.73,EUR,purchase,ATM,Allegro,Home & Garden,Germany,Dresden,False
ed75fec2-b0d0-4304,a46a30a9-4df9-462a,2022-08-31 23:46:22,6788.58,EUR,payment,mail,Allegro,Electronics,Germany,Nuremberg,False
2f772839-0a3c-4c2d,d113e59e-7db1-438d,2023-08-16 08:15:17,7408.05,QAR,deposit,mobile,Target,Sports & Outdoors,Qatar,Doha,False
a49ee66b-a385-4af4,5626401b-ef42-4e45,2023-01-27 13:57:36,3787.16,JPY,transfer,online,Mediamarkt,Electronics,Japan,Osaka,False
18e83421-43b6-453a,d1fa170d-531f-4c26,2023-07-12 20:03:52,7826.62,GBP,withdrawal,ATM,Temu,Fashion,United Kingdom,Leeds,False
dded9432-cb26-4f55,48864c73-a556-4f10,2023-08-22 11:35:02,3688.56,EUR,refund,telephone,BigBasket,Home & Garden,Germany,Dresden,False
e9d16dfa-6f74-4779,0733ddcd-6736-4e76,2023-01-28 20:33:02,535.37,EUR,withdrawal,telephone,ASOS,Health & Beauty,Germany,Düsseldorf,False
da88a267-26cf-4ac3,441dbdfa-2096-4a41,2024-03-24 16:05:09,8785.38,QAR,transfer,telephone,Temu,Fashion,Qatar,Al Wakrah,False
85f5c9e4-bb53-4084,d0870c84-58d8-4f29,2023-08-10 13:29:28,4973.43,AED,payment,in-branch,Mediamarkt,Home & Garden,UAE,Al Ain,False
96bb7100-8c8b-485e,4f9b3156-4464-41ee,2023-06-19 07:45:24,786.64,INR,refund,in-branch,Lazada,Fashion,India,Ahmedabad,False
17200b86-a4c8-4c4f,e74e39d3-ccc5-4526,2023-11-02 22:50:38,2744.5,INR,refund,telephone,Saturn,Sports & Outdoors,India,Ahmedabad,False
2b62e395-f98f-48ff,ec9360ec-a79d-47f8,2023-10-05 18:26:53,8724.4,JPY,deposit,ATM,Zalando,Electronics,Japan,Osaka,False
279824e3-3990-4a51,edb8f128-1294-47d0,2023-11-10 00:28:04,3539.33,EUR,deposit,online,eBay,Home & Garden,Germany,Leipzig,False
75e7c4d1-85af-4767,de7943a2-ed1a-4179,2024-01-18 01:05:40,6590.41,EUR,payment,ATM,eBay,Health & Beauty,Germany,Dresden,False
dd5849da-3e50-43be,0ad891a1-362c-452a,2023-08-02 07:04:56,2430.18,AED,transfer,online,Allegro,Health & Beauty,UAE,Ajman,False
d8cc9b24-9616-4c99,8fea4a4e-970e-4bba,2023-02-27 20:50:36,2472.18,JPY,payment,in-branch,Lazada,Electronics,Japan,Tokyo,False
eb333d79-dbf8-425a,69647611-dc7c-4e85,2023-09-20 15:06:20,9572.52,USD,payment,online,Lazada,Health & Beauty,United States,Seattle,True
00c2f596-4fcd-41c3,816cffee-8e4c-4637,2023-01-23 03:41:01,772.72,INR,purchase,telephone,Allegro,Fashion,India,Jaipur,False
ee021ff8-5280-4ef3,ba2f1567-9a46-4dca,2022-10-25 00:57:22,6692.17,GBP,purchase,telephone,Allegro,Health & Beauty,United Kingdom,Bristol,False
b2a2e5c8-8455-42b5,9599aa56-4a79-4582,2023-10-23 14:48:53,8599.59,EUR,refund,online,Zalando,Sports & Outdoors,Germany,Düsseldorf,False
7c9d073b-ed07-4e99,622e1ae5-5982-455b,2023-02-09 22:42:57,8127.62,INR,payment,online,Temu,Electronics,India,Pune,False
068af0fb-9130-4b0a,180202dd-73d0-46ab,2024-03-31 23:13:54,6248.19,EUR,refund,ATM,Zalando,Health & Beauty,Germany,Leipzig,False
1c355bef-c893-47c7,e0773204-4060-4b6f,2024-04-06 23:36:44,6460.0,AED,purchase,ATM,BigBasket,Health & Beauty,UAE,Abu Dhabi,False
b6e20adb-e169-44da,533e1f81-07c9-40ed,2023-06-06 01:35:59,9519.39,EUR,transfer,in-branch,Rakuten,Fashion,Germany,Düsseldorf,False
717dd7b8-955b-4958,cb7425d9-4e60-456a,2022-10-27 21:32:48,4839.18,QAR,purchase,telephone,Uniqlo,Sports & Outdoors,Qatar,Al Wakrah,False
b26bf18d-89f6-43c2,b5a7e916-0374-4869,2022-11-05 07:29:20,39.16,INR,payment,in-branch,Temu,Health & Beauty,India,Ahmedabad,False
7761094d-6d8b-4738,fa4d32cf-af9b-4498,2024-05-14 07:02:21,9569.79,INR,transfer,in-branch,Allegro,Health & Beauty,India,Ahmedabad,False
b3dc80d2-1635-4865,72e0a9f2-d00a-4740,2022-12-29 14:02:59,1098.59,JPY,payment,in-branch,BigBasket,Electronics,Japan,Fukuoka,False
ad1dca7b-5154-4176,bbe576ab-3ba7-4864,2024-08-10 08:28:48,8546.19,JPY,transfer,ATM,eBay,Health & Beauty,Japan,Fukuoka,False
231d3f4a-ba48-49fc,dcbc9040-7118-4b32,2022-08-31 00:12:36,7644.38,INR,purchase,mobile,ASOS,Home & Garden,India,Pune,False
716128e8-b5f0-4f94,cc81ad46-1cb9-4397,2023-01-14 18:46:01,8555.52,INR,transfer,telephone,BigBasket,Home & Garden,India,Lucknow,False
4c7d218a-6e92-45c3,df239b73-52e5-41c2,2023-05-05 07:40:35,6397.82,GBP,deposit,mobile,ASOS,Sports & Outdoors,United Kingdom,Cardiff,False
b6831ed7-1182-42c1,1a8da660-1f0c-47a7,2023-05-07 07:18:44,2170.79,INR,payment,online,Rakuten,Home & Garden,India,Pune,False
3166fff1-171a-444a,e2cd5c0e-f512-4a23,2024-01-30 13:28:25,8883.3,AED,transfer,telephone,Saturn,Home & Garden,UAE,Abu Dhabi,True
9c71207b-b1a3-4a65,3bccc332-32b8-4e1b,2024-03-02 21:22:42,2544.69,GBP,purchase,mobile,Saturn,Fashion,United Kingdom,Sheffield,False
b94981aa-7d09-49f9,76c9abbc-97b6-4cde,2023-03-21 22:55:16,144.73,INR,withdrawal,mail,BigBasket,Health & Beauty,India,Ahmedabad,False
243bd7c0-6a01-4b11,43d9768b-a268-4a9e,2023-07-22 10:10:00,9009.94,JPY,transfer,ATM,Uniqlo,Home & Garden,Japan,Sapporo,False
0e83e2ff-db75-45b9,eae61592-13d1-40ac,2024-05-05 14:57:46,5408.41,AED,purchase,mobile,BigBasket,Electronics,UAE,Dubai,False
639a30c2-466a-4c46,115fe6b8-609e-4020,2024-06-16 20:45:36,7478.65,EUR,refund,mail,ASOS,Fashion,Germany,Dresden,False
21bf658a-f325-4c6d,3fa7f82c-948d-4e46,2023-12-12 00:30:21,1284.57,QAR,withdrawal,in-branch,Uniqlo,Electronics,Qatar,Al Khor,True
80776197-ccb5-42d2,50ecf9b2-58b1-4e12,2023-10-21 05:47:23,4149.21,USD,payment,telephone,Rakuten,Home & Garden,United States,San Francisco,False
efbb58b0-c2fd-410f,d3866002-2488-4c1c,2024-02-01 22:12:47,3607.98,JPY,purchase,online,Rakuten,Health & Beauty,Japan,Nagoya,False
14d3321d-7e3e-4aa2,f45f5a22-9568-4c99,2022-09-05 13:18:27,7650.14,GBP,purchase,mail,Temu,Fashion,United Kingdom,Cardiff,False
61888fe4-6e3a-4379,da25cd99-57ba-4644,2024-04-20 10:42:38,2762.07,QAR,refund,telephone,Lazada,Fashion,Qatar,Al Wakrah,False
e8bdc9fe-ecdc-4f04,30ae6ea3-fa3c-4383,2023-05-15 23:56:32,2562.3,AED,transfer,telephone,Rakuten,Fashion,UAE,Ajman,False
ae775eb0-ea79-4e59,3c486e2b-2f1b-4191,2023-06-23 09:59:27,2725.93,USD,payment,mail,Temu,Fashion,United States,Seattle,False
1a9c9917-f38f-4a62,3b846679-c4af-4315,2023-11-04 16:32:28,3420.84,QAR,transfer,in-branch,Temu,Electronics,Qatar,Al Wakrah,False
4a230bab-6513-473b,3b354484-6dbf-4732,2024-01-10 06:41:02,2597.45,EUR,refund,online,Zalando,Fashion,Germany,Düsseldorf,False
c83f5964-6fde-4043,f01ba5e2-174e-4291,2024-07-29 23:18:36,312.71,JPY,withdrawal,ATM,Mediamarkt,Health & Beauty,Japan,Tokyo,False
7194e1f5-da2e-470b,5b75c975-40da-455c,2023-08-17 20:50:37,7396.67,INR,transfer,ATM,Allegro,Health & Beauty,India,Lucknow,False
0196f23a-6a22-4149,d1fa170d-531f-4c26,2024-03-30 07:21:04,9251.88,GBP,withdrawal,online,ASOS,Fashion,United Kingdom,Edinburgh,False
2e316d62-fc15-46bc,a655e7e3-f46b-458b,2024-01-31 17:56:29,535.2,EUR,payment,mobile,Allegro,Home & Garden,Germany,Düsseldorf,False
9290c943-516a-48c3,8fc032ea-8bb9-4006,2023-05-12 20:03:53,4917.37,GBP,refund,mobile,Temu,Home & Garden,United Kingdom,Leeds,False
bc3e6c20-47ad-4ebc,a53f3278-868c-4c4a,2024-08-16 00:07:26,1574.57,INR,refund,ATM,Rakuten,Fashion,India,Lucknow,False
bf6ad954-ff9f-483f,f6b1c1d2-d86f-495e,2022-10-17 22:40:06,8148.24,QAR,withdrawal,telephone,Temu,Health & Beauty,Qatar,Umm Salal,False
1753122f-d5cc-4369,bcd65ff9-77ee-4650,2022-10-30 18:48:42,3363.86,EUR,payment,in-branch,Zalando,Electronics,Germany,Stuttgart,False
78df004e-9030-4b23,085c1deb-5540-451f,2023-03-30 13:03:47,3760.36,QAR,transfer,telephone,Saturn,Home & Garden,Qatar,Doha,False
9833e8e3-52ca-4657,ec0e9a05-f169-4b62,2023-05-29 19:42:40,87.0,EUR,deposit,mobile,eBay,Electronics,Germany,Nuremberg,False
4825a656-c35e-45b2,1c649c7f-c226-4f8a,2023-07-31 15:35:03,8420.16,GBP,deposit,mobile,Zalando,Electronics,United Kingdom,Edinburgh,False
c96777a7-f24e-44f1,25773336-1d10-49d6,2024-06-06 23:55:34,308.99,JPY,payment,in-branch,Mediamarkt,Sports & Outdoors,Japan,Osaka,False
de3f6ecd-2de3-47eb,91926677-a13a-43c0,2023-12-03 17:21:21,3384.57,JPY,withdrawal,telephone,Zalando,Health & Beauty,Japan,Tokyo,False
22f1eb33-86d6-4c22,cac105d2-ef46-4d00,2023-01-10 16:03:40,9667.85,GBP,refund,ATM,Temu,Electronics,United Kingdom,Leeds,False
d99fc3e1-07e5-4aad,57b4dc59-4dbe-493b,2023-04-29 22:50:33,8999.03,GBP,refund,mail,Mediamarkt,Home & Garden,United Kingdom,Edinburgh,False
4725a8a0-3333-4a89,05277336-bee5-40c9,2022-11-24 14:31:04,2005.79,USD,purchase,ATM,Rakuten,Health & Beauty,United States,San Francisco,False
d89d9689-5540-4e4a,35e9cff7-b528-41f5,2023-11-06 11:05:16,1752.12,GBP,refund,ATM,Uniqlo,Home & Garden,United Kingdom,Leeds,False
0658998f-3216-43b9,17836dc9-7a6b-42c0,2023-05-26 22:50:25,8966.05,USD,transfer,telephone,eBay,Sports & Outdoors,United States,San Francisco,False
40f8aecc-2b93-4724,b2da8cdd-21f3-4fb4,2023-11-02 21:17:31,6388.3,JPY,withdrawal,ATM,Temu,Fashion,Japan,Nagoya,False
9e9b43ff-9eec-45f6,9bdf7af1-7597-4706,2024-03-12 20:06:11,6925.2,EUR,purchase,ATM,Rakuten,Fashion,Germany,Stuttgart,False
f222e20e-90f3-475a,559d7e7b-9e90-4dc4,2023-11-09 10:47:39,4478.48,JPY,transfer,telephone,Mediamarkt,Home & Garden,Japan,Osaka,False
7c10038b-0ea2-4a05,b24e6898-a092-4996,2024-03-30 04:35:03,2806.71,QAR,refund,in-branch,Zalando,Home & Garden,Qatar,Al Rayyan,False
20f24a79-95f4-4e93,47f5592a-3a78-4081,2023-11-21 19:04:36,7711.47,QAR,purchase,mobile,Mediamarkt,Home & Garden,Qatar,Al Khor,False
88add5bc-88bc-4b24,ec9360ec-a79d-47f8,2023-04-28 00:37:22,6308.65,JPY,payment,mail,Target,Home & Garden,Japan,Sapporo,False
759b1bf5-9749-49fb,4d89063e-d3bc-4363,2023-05-20 16:47:01,5117.39,EUR,purchase,ATM,eBay,Sports & Outdoors,Germany,Düsseldorf,False
9a5d65b2-bccf-46de,bc1e110a-d57f-4420,2023-06-09 23:15:34,559.1,GBP,refund,ATM,ASOS,Fashion,United Kingdom,Bristol,False
f665c920-38dd-4919,fc98617a-5ce6-49ba,2024-06-04 19:01:51,487.05,INR,deposit,in-branch,Temu,Electronics,India,Lucknow,False
9c0ed0b0-3e4d-4560,0c3e161e-bd7b-460a,2024-01-31 10:18:54,1703.57,AED,refund,in-branch,eBay,Health & Beauty,UAE,Ajman,False
9d14da8c-0971-4a03,f8866583-882b-46da,2023-11-16 04:48:54,7930.12,INR,transfer,telephone,Saturn,Fashion,India,Pune,False
99bae9c7-efad-4c2b,cc6c89ac-cffb-49ab,2023-04-16 08:16:18,701.85,QAR,payment,in-branch,Lazada,Home & Garden,Qatar,Doha,False
0c527e07-674d-4422,c27d7b5d-e29c-4323,2023-09-09 10:23:32,551.21,AED,payment,online,Saturn,Health & Beauty,UAE,Dubai,False
94ef6e35-a140-4b9e,6a9cc706-de29-4f0c,2024-02-29 13:27:18,2780.27,JPY,refund,telephone,eBay,Health & Beauty,Japan,Nagoya,False
502a6571-95ad-408f,6fe4c1e1-b47d-489e,2022-10-22 19:39:15,6148.3,USD,deposit,in-branch,Temu,Home & Garden,United States,Boston,False
